YAGEO2/RC0402JR-070RL	R49	38.1	33.9725	180
YAGEO2/RC0402JR-070RL	R51	40.64	19.685	-90
YAGEO2/RC0402JR-070RL	R6	18.796	8.636	90
YAGEO2/RC0402JR-070RL	R149	66.675	43.815	90
TDK/C1005X5R0J225K050BC	C17	8.255	15.875	0
TDK/C1005X5R0J225K050BC	C125	32.385	46.99	-90
TDK/C1005X5R0J225K050BC	C144	59.055	40.64	90
TDK/C1005X5R0J225K050BC	C146	64.135	43.815	90
TDK/C1005X5R0J225K050BC	C148	65.405	43.815	90
TDK/C1005X5R0J225K050BC	C151	66.675	36.195	90
YAGEO2/RC0402FR-071K5L	R112	30.48	30.7975	180
YAGEO2/RC0402FR-071K5L	R113	30.48	33.655	180
YAGEO2/RC0402FR-071K5L	R114	30.48	29.845	180
YAGEO2/RC0402FR-071K5L	R97	63.5	19.1643	0
YAGEO2/RC0402FR-071K5L	R146	76.835	26.9875	180
YAGEO2/RC0402FR-071K5L	R147	76.835	28.2575	180
AVX/0402ZD105KAT2A	C104	49.2125	19.685	90
AVX/0402ZD105KAT2A	C134	26.67	28.575	0
AVX/0402ZD105KAT2A	C24	28.8925	11.1125	180
AVX/0402ZD105KAT2A	C89	46.355	19.685	90
AVX/0402ZD105KAT2A	C90	44.45	19.685	90
AVX/0402ZD105KAT2A	C91	45.4025	19.685	90
STACKPOLE/RMCF0402FT1M00	R17	45.211	38.989	0
YAGEO2/RC0402FR-0749R9L	R120	20.0025	29.21	0
YAGEO2/RC0402FR-0749R9L	R121	20.0025	30.1625	0
YAGEO2/RC0402FR-0749R9L	R122	20.0025	31.115	0
YAGEO2/RC0402FR-0749R9L	R123	20.0025	32.0675	0
YAGEO2/RC0402FR-0749R9L	R22	55.88	28.4099	0
TDK/C1005C0G1H180J050BA	C21	50.4825	16.1925	-90
TDK/C1005C0G1H180J050BA	C22	51.7525	16.1925	-90
TDK/C1005C0G1H180J050BA	C25	47.371	38.989	180
TDK/C1005C0G1H180J050BA	C26	43.053	38.989	0
ROHM/MCR01MZPJ103	R14	28.8925	12.065	0
YAGEO/CC0402KRX7R7BB102	C123	63.5	24.365	180
ROHM/MCR01MZPJ103	R148	67.945	36.195	90
ROHM/MCR01MZPJ103	R158	38.1	38.4175	0
ROHM/MCR01MZPJ103	R52	83.1571	18.415	90
ROHM/MCR01MZPJ103	R53	76.8071	18.415	-90
ROHM/MCR01MZPJ103	R100	63.5	23.1648	0
ROHM/MCR01MZPJ103	R101	48.895	46.99	-90
ROHM/MCR01MZPJ103	R102	46.355	46.99	-90
ROHM/MCR01MZPJ103	R103	26.035	46.99	-90
ROHM/MCR01MZPJ103	R104	27.305	46.99	-90
ROHM/MCR01MZPJ103	R105	47.625	46.99	-90
ROHM/MCR01MZPJ103	R106	43.815	46.99	-90
ROHM/MCR01MZPJ103	R107	23.495	46.99	-90
ROHM/MCR01MZPJ103	R108	24.765	46.99	-90
ROHM/MCR01MZPJ103	R109	42.545	46.99	-90
ROHM/MCR01MZPJ103	R110	45.085	46.99	-90
ROHM/MCR01MZPJ103	R111	29.21	46.99	90
ROHM/MCR01MZPJ103	R115	30.48	31.75	180
ROHM/MCR01MZPJ103	R116	30.48	27.94	180
ROHM/MCR01MZPJ103	R117	30.48	28.8925	180
ROHM/MCR01MZPJ103	R135	5.715	26.67	180
ROHM/MCR01MZPJ103	R145	30.48	34.6075	180
ROHM/MCR01MZPJ103	R156	25.0825	21.9075	-90
ROHM/MCR01MZPJ103	R54	51.1175	19.685	-90
ROHM/MCR01MZPJ103	R96	68.58	23.1648	0
ROHM/MCR01MZPJ103	R98	63.5	25.5651	0
STACKPOLE/RMCF0402FT4K75	R163	47.9425	16.1925	-90
STACKPOLE/RMCF0402FT4K75	R164	49.2125	16.1925	-90
STACKPOLE/RMCF0402FT4K75	R26	50.165	19.685	-90
STACKPOLE/RMCF0402FT100K	R55	58.42	46.99	-90
STACKPOLE/RMCF0402FT100K	R57	60.325	46.99	-90
STACKPOLE/RMCF0402FT100K	R59	59.3725	46.99	-90
STACKPOLE/RMCF0402FT100K	R69	70.8025	46.99	-90
STACKPOLE/RMCF0402FT100K	R58	61.2775	46.99	-90
STACKPOLE/RMCF0402FT100K	R60	62.23	46.99	-90
STACKPOLE/RMCF0402FT100K	R61	63.1825	46.99	-90
STACKPOLE/RMCF0402FT100K	R62	64.135	46.99	-90
STACKPOLE/RMCF0402FT100K	R63	65.0875	46.99	-90
STACKPOLE/RMCF0402FT100K	R64	66.04	46.99	-90
STACKPOLE/RMCF0402FT100K	R70	71.755	46.99	-90
STACKPOLE/RMCF0402FT10R0	R143	24.13	25.7175	90
PANASONIC/ERJ-2RKF1000X	R131	30.48	26.9875	0
PANASONIC/ERJ-2RKF1000X	R129	20.0025	33.655	180
PANASONIC/ERJ-2RKF1000X	R134	30.48	35.56	0
PANASONIC/ERJ-2RKF1000X	R138	30.48	32.7025	0
TDK/C1005C0G1H300J	C142	23.1775	25.7175	-90
TDK/C1005C0G1H300J	C143	26.9875	25.7175	-90
YAGEO2/RC0402JR-070RL	R140	30.48	26.035	0
PANASONIC/ERJ-2GEJ471X	R130	5.715	27.94	0
PANASONIC/ERJ-2GEJ471X	R132	5.715	31.75	0
TDK/C1005C0G1H150J050BA	C137	12.065	34.29	0
TDK/C1005C0G1H150J050BA	C138	12.065	33.02	0
TDK/C1005C0G1H150J050BA	C139	12.065	31.75	0
TDK/C1005C0G1H150J050BA	C140	12.065	27.94	0
STACKPOLE/RMCF0402FT1M00	R141	25.0825	25.7175	90
YAGEO/RC0402FR-0712K1L	R144	20.0025	28.2575	0
TAIYOYUDEN/LMK105B7223KV-F	C141	12.065	30.48	0
TDK/C1005C0G1H470J050BA	C161	51.435	40.386	-90
TDK/C1005C0G1H470J050BA	C162	52.705	40.386	-90
TDK/C1005C0G1H470J050BA	C164	50.165	40.386	-90
TDK/C1005C0G1H470J050BA	C170	53.975	40.386	-90
TDK/C1005C0G1H470J050BA	C171	75.565	46.99	90
TDK/C1005C0G1H470J050BA	C172	55.245	40.386	-90
TI/TL5209DR	U4	13.6525	16.51	90
TI/SN74LVC1G74DCTR	U6	45.085	11.43	90
TI/TPS2051BDGNR	U8	79.3471	14.605	90
TI/TPD4S012DRYR	U9	79.3471	18.415	-90
